fecha,estadio,local,visitante,score,tarjetas_amarillas_local,tarjetas_amarillas_visitante,tarjetas_rojas_local,tarjetas_rojas_visitante,posesion_local,posesion_visitante,fuera_de_juego_local,fuera_de_juego_visitante,corners_local,corners_visitante,tiros_a_puerta_local,tiros_a_puerta_visitante,tiros_fuera_local,tiros_fuera_visitante,intentos_a_porteria_local,intentos_a_porteria_visitante,atajadas_local,atajadas_visitante,faltas_local,faltas_visitante,penales_local,penales_visitante,tiros_bloqueados_local,tiros_bloqueados_visitante,ataques_peligrosos_local,ataques_peligrosos_visitante,ataques_local,ataques_visitante,faltas_totales,tarjetas_amarillas_totales,tarjetas_rojas_totales,tarjetas_totales,tiros_esquina_totales,avg_local_corners_local,avg_visitante_corners_visitante,avg_visitante_corners_conceded,avg_local_corners_conceded,expected_corners,diff_corners_strength,equipo_local_id,equipo_visitante_id,local_avg_last5,visitante_avg_last5,local_corner_category,visitante_corner_category,ratio_ataques_peligrosos,eficiencia_corner_local,local_avg_last3,visitante_avg_last3,diff_last3_vs_last5_local,diff_last3_vs_last5_visitante,consistencia_corners_local,last3_vs_media_liga,local_last1,visitante_last1,corners_vs_rival,posesion_x_ataques_peligrosos,ratio_corners_last5
2023-10-09,Reina del Cisne,Libertad,Guayaquil City,1 - 0,3,4,0.0,1.0,0.72,0.28,1.0,0.0,13,2,3.0,0.0,9.0,4.0,19.0,6.0,0.0,2.0,12.0,6.0,0.0,0.0,10.0,2.0,54.0,24.0,73.0,58.0,18.0,7,1.0,8.0,15,5.777777777777778,2.358974358974359,6.051282051282051,4.166666666666667,4.068376068376068,-0.2735042735042734,20,11,6.0,2.2,1,0,2.249999906250004,4.33333188888937,7.333333333333333,2.3333333333333335,1.333333333333333,0.1333333333333333,1.2222220185185524,1.417752723935463,4.0,2.0,6.0,38.879999999999995,2.727271487603869
2023-10-08,Estadio Jocay,Delfin,LDU de Quito,0 - 0,1,3,0.0,0.0,0.35,0.65,3.0,0.0,6,4,4.0,1.0,7.0,5.0,11.0,9.0,1.0,3.0,8.0,15.0,0.0,0.0,1.0,3.0,31.0,30.0,59.0,63.0,23.0,4,0.0,4.0,10,4.75,4.746031746031746,4.809523809523809,4.232142857142857,4.7480158730158735,-0.05952380952380931,9,5,5.0,4.4,1,1,1.03333329888889,1.4999996250000938,5.333333333333333,4.333333333333333,0.33333333333333304,-0.06666666666666732,1.0666664533333758,1.0310928901348821,8.0,4.0,13.0,10.85,1.1363633780992322
2023-10-08,Estadio Banco Guayaquil,Independiente del Valle,Gualaceo SC,2 - 0,4,3,0.0,0.0,0.72,0.28,0.0,4.0,9,3,9.0,4.0,4.0,0.0,13.0,2.0,1.0,3.0,15.0,6.0,0.0,0.0,4.0,1.0,51.0,20.0,102.0,54.0,21.0,7,0.0,7.0,12,6.046875,3.6153846153846154,6.230769230769231,3.359375,4.8311298076923075,-0.18389423076923084,7,18,5.8,3.8,1,1,2.549999872500006,0.9999998888889013,6.0,5.333333333333333,0.20000000000000018,1.5333333333333332,1.0344825802616242,1.1599795014017424,2.0,8.0,4.6,36.72,1.52631538781174
2023-10-08,Estadio Olímpico Atahualpa,El Nacional,Mushuc Runa SC,2 - 0,4,4,0.0,0.0,0.49,0.51,1.0,1.0,10,6,6.0,6.0,6.0,9.0,12.0,15.0,4.0,2.0,13.0,8.0,0.0,0.0,2.0,4.0,37.0,40.0,79.0,80.0,21.0,8,0.0,8.0,16,5.318181818181818,4.5625,5.578125,4.613636363636363,4.940340909090909,-0.25994318181818166,2,6,7.6,5.8,2,1,0.9249999768750007,1.666666388888935,8.666666666666666,6.0,1.0666666666666664,0.20000000000000018,1.140350727146834,1.6755259464691834,8.0,7.0,9.0,18.13,1.3103446016647238
2023-10-07,Estadio Gonzalo Pozo Ripalda,Aucas,Barcelona SC,3 - 2,6,4,0.0,1.0,0.49,0.51,2.0,1.0,5,3,9.0,3.0,6.0,5.0,14.0,8.0,1.0,5.0,9.0,9.0,0.0,0.0,1.0,0.0,44.0,37.0,72.0,71.0,18.0,10,1.0,11.0,8,5.383333333333334,4.320754716981132,4.60377358490566,4.666666666666667,4.852044025157233,0.7795597484276735,12,0,3.8,2.8,1,0,1.1891891570489417,0.5555554938271674,3.3333333333333335,3.3333333333333335,-0.46666666666666634,0.5333333333333337,0.8771927516159426,0.6444330563343014,3.0,5.0,7.5,21.56,1.3571423724491527
2023-10-07,Estadio Banco del Pacífico George Capwell,Emelec,Cumbayá,3 - 0,1,3,0.0,1.0,0.62,0.38,5.0,0.0,12,1,9.0,4.0,8.0,2.0,20.0,7.0,3.0,4.0,12.0,8.0,0.0,0.0,6.0,2.0,45.0,20.0,77.0,69.0,20.0,4,1.0,5.0,13,6.345454545454546,3.4516129032258065,6.451612903225806,3.418181818181818,4.898533724340176,-0.10615835777126037,4,19,6.8,3.6,1,1,2.2499998875000053,1.3333331851852017,7.0,2.6666666666666665,0.20000000000000018,-0.9333333333333336,1.0294116133218216,1.3533094183020329,3.0,3.0,6.0,27.9,1.8888883641976764
2023-10-07,Estadio Bellavista de Ambato,CD Tecnico Universitario,Orense SC,2 - 1,3,4,0.0,0.0,0.48,0.52,1.0,1.0,4,4,3.0,5.0,4.0,7.0,5.0,12.0,4.0,0.0,18.0,14.0,0.0,0.0,0.0,1.0,41.0,39.0,80.0,84.0,32.0,7,0.0,7.0,8,4.983870967741935,3.912280701754386,4.824561403508772,3.629032258064516,4.448075834748161,0.15930956423316278,8,15,4.0,5.0,1,1,1.051282024326102,1.333332888889037,5.666666666666667,4.666666666666667,1.666666666666667,-0.33333333333333304,1.4166663125000887,1.0955361957683123,5.0,4.0,8.5,19.68,0.799999840000032
2023-10-06,Estadio Alejandro Serrano Aguilar Banco del Austro,Deportivo Cuenca,Universidad Catolica,2 - 3,3,2,0.0,0.0,0.44,0.56,3.0,2.0,3,0,12.0,6.0,5.0,8.0,20.0,14.0,2.0,8.0,18.0,7.0,0.0,0.0,5.0,1.0,43.0,33.0,72.0,75.0,25.0,5,0.0,5.0,3,4.672727272727273,4.716666666666667,4.266666666666667,4.090909090909091,4.69469696969697,0.40606060606060623,10,13,4.8,3.2,1,0,1.3030302635445377,0.2499999791666684,5.333333333333333,2.6666666666666665,0.5333333333333332,-0.5333333333333337,1.1111108796296778,1.0310928901348821,8.0,5.0,3.4,18.92,1.4999995312501462
2023-10-01,Estadio Monumental Banco Pichincha,Barcelona SC,CD Tecnico Universitario,1 - 0,4,3,0.0,0.0,0.57,0.43,3.0,2.0,5,7,4.0,3.0,2.0,8.0,7.0,15.0,3.0,3.0,10.0,8.0,0.0,0.0,1.0,4.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,18.0,7,0.0,7.0,12,5.672727272727273,4.120689655172414,4.568965517241379,3.8181818181818183,4.896708463949843,1.1037617554858938,0,8,6.4,6.4,1,1,1.1963435151163642,1.249999687500078,5.666666666666667,5.666666666666667,-0.7333333333333334,-0.7333333333333334,0.8854165283203341,1.0955361957683123,6.0,5.0,3.25,24.96345251396648,0.9999998437500244
2023-10-01,Estadio 9 de Mayo,Orense SC,Libertad,3 - 0,1,2,0.0,1.0,0.63,0.37,4.0,1.0,9,3,7.0,1.0,5.0,5.0,14.0,7.0,1.0,4.0,13.0,9.0,0.0,0.0,2.0,2.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,22.0,3,1.0,4.0,12,5.6521739130434785,3.71875,6.5,3.449275362318841,4.685461956521739,-0.8478260869565215,15,20,5.2,1.3333333333333333,1,0,1.1963435151163642,1.2857141020408425,6.0,1.3333333333333333,0.7999999999999998,0.0,1.1538459319527052,1.1599795014017424,5.0,0.0,3.0,27.591184357541902,3.899997075002194
2023-10-01,Estadio Christian Benítez Betancourt,Guayaquil City,Aucas,0 - 1,3,3,0.0,0.0,0.64,0.36,3.0,5.0,3,2,2.0,3.0,8.0,1.0,12.0,6.0,1.0,2.0,17.0,9.0,0.0,0.0,3.0,2.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,26.0,6,0.0,6.0,5,3.257142857142857,4.0344827586206895,5.4655172413793105,4.9714285714285715,3.6458128078817733,-2.2083743842364534,11,12,3.8,2.4,1,0,1.1963435151163642,1.499999250000375,4.0,2.3333333333333335,0.20000000000000018,-0.06666666666666643,1.0526313019391311,0.7733196676011617,3.0,4.0,8.666666666666666,28.02913966480447,1.583332673611386
2023-09-30,Estadio Banco Guayaquil,Independiente del Valle,Emelec,2 - 1,3,3,0.0,0.0,0.67,0.33,2.0,2.0,4,5,9.0,5.0,12.0,2.0,21.0,9.0,4.0,7.0,9.0,9.0,0.0,0.0,0.0,2.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,18.0,6,0.0,6.0,9,6.046875,3.912280701754386,5.2631578947368425,3.359375,4.9795778508771935,0.7837171052631575,7,4,5.6,4.4,1,1,1.1963435151163642,0.44444439506173394,5.0,4.666666666666667,-0.5999999999999996,0.2666666666666666,0.8928569834183958,0.966649584501452,9.0,6.0,4.5,29.34300558659218,1.2727269834711399
2023-09-30,Estadio Olímpico Atahualpa,El Nacional,Delfin,2 - 2,5,4,0.0,0.0,0.65,0.35,0.0,2.0,8,5,7.0,3.0,6.0,5.0,17.0,12.0,1.0,5.0,13.0,22.0,0.0,0.0,4.0,4.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,35.0,9,0.0,9.0,13,5.318181818181818,3.456140350877193,5.964912280701754,4.613636363636363,4.387161084529506,-0.6467304625199359,2,9,8.0,4.4,2,1,1.1963435151163642,1.14285697959186,8.666666666666666,4.0,0.6666666666666661,-0.40000000000000036,1.0833331979166836,1.6755259464691834,10.0,0.0,5.75,28.46709497206704,1.8181814049587715
2023-09-30,Estadio Cooperativa de Ahorro y Crédito Mushuc Runa,Mushuc Runa SC,Cumbayá,1 - 1,3,2,0.0,0.0,0.53,0.47,1.0,2.0,6,1,3.0,3.0,4.0,1.0,10.0,4.0,2.0,2.0,11.0,8.0,0.0,0.0,3.0,0.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,19.0,5,0.0,5.0,7,5.553571428571429,3.4516129032258065,6.451612903225806,4.321428571428571,4.502592165898617,-0.8980414746543772,6,19,4.0,2.6,1,0,1.1963435151163642,1.9999993333335555,4.333333333333333,1.6666666666666667,0.33333333333333304,-0.9333333333333333,1.0833330625000677,0.8377629732345917,3.0,1.0,5.5,23.2116312849162,1.5384609467457895
2023-09-29,Estadio Gerardo León Pozo,Gualaceo SC,Deportivo Cuenca,? - ?,4,5,0.0,0.0,0.46,0.54,1.0,1.0,5,3,2.0,1.0,5.0,4.0,11.0,5.0,1.0,1.0,11.0,13.0,0.0,0.0,4.0,0.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,24.0,9,0.0,9.0,8,5.0,3.542372881355932,5.338983050847458,4.785714285714286,4.271186440677966,-0.3389830508474576,18,10,5.0,3.0,1,0,1.1963435151163642,2.499998750000625,4.666666666666667,3.0,-0.33333333333333304,0.0,0.9333331466667041,0.902206278868022,6.0,3.0,5.5,20.145944134078213,1.6666661111112961
2023-09-25,Reina del Cisne,Libertad,El Nacional,0 - 1,2,3,0.0,0.0,0.62,0.38,7.0,2.0,6,1,4.0,4.0,3.0,4.0,10.0,12.0,4.0,4.0,13.0,13.0,0.0,0.0,3.0,4.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,26.0,5,0.0,5.0,7,5.777777777777778,4.085106382978723,5.574468085106383,4.166666666666667,4.93144208037825,0.20330969267139487,20,2,6.0,2.6,1,0,1.1963435151163642,1.4999996250000938,7.666666666666667,1.0,1.666666666666667,-1.6,1.2777775648148504,1.4821960295688932,13.0,0.0,5.0,27.15322905027933,2.3076914201186844
2023-09-24,Estadio Alejandro Serrano Aguilar Banco del Austro,Deportivo Cuenca,Barcelona SC,1 - 2,5,4,2.0,1.0,0.55,0.45,1.0,1.0,5,5,4.0,6.0,11.0,8.0,18.0,17.0,4.0,3.0,11.0,18.0,0.0,0.0,3.0,3.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,29.0,9,3.0,12.0,10,4.672727272727273,4.320754716981132,4.60377358490566,4.090909090909091,4.4967409948542025,0.0689536878216126,10,0,4.4,3.8,1,1,1.1963435151163642,1.249999687500078,5.333333333333333,4.333333333333333,0.9333333333333327,0.5333333333333332,1.212120936639181,1.0310928901348821,3.0,3.0,4.0,24.087541899441344,1.1578944321330442
2023-09-24,Estadio Jocay,Delfin,Guayaquil City,1 - 0,1,2,0.0,0.0,0.51,0.49,3.0,0.0,8,5,6.0,4.0,6.0,4.0,15.0,9.0,3.0,5.0,11.0,11.0,0.0,0.0,3.0,1.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,22.0,3,0.0,3.0,13,4.75,2.358974358974359,6.051282051282051,4.232142857142857,3.5544871794871797,-1.301282051282051,9,11,5.8,3.2,1,0,1.1963435151163642,1.3333331111111482,7.333333333333333,3.0,1.5333333333333332,-0.20000000000000018,1.2643675980975406,1.417752723935463,6.0,2.0,5.666666666666667,22.335720670391062,1.8124994335939268
2023-09-24,Estadio Francisco Reinoso,Cumbayá,Aucas,1 - 1,3,3,0.0,0.0,0.55,0.45,2.0,2.0,3,6,3.0,6.0,3.0,3.0,7.0,12.0,5.0,2.0,7.0,12.0,0.0,0.0,1.0,4.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,19.0,6,0.0,6.0,9,3.6785714285714284,4.0344827586206895,5.4655172413793105,5.392857142857143,3.8565270935960587,-1.7869458128078821,19,12,4.2,3.2,1,0,1.1963435151163642,0.9999996666667778,5.0,4.0,0.7999999999999998,0.7999999999999998,1.1904759070295459,0.966649584501452,8.0,2.0,8.5,24.087541899441344,1.312499589843878
2023-09-23,Estadio Bellavista de Ambato,CD Tecnico Universitario,Independiente del Valle,2 - 2,4,6,0.0,1.0,0.44,0.56,2.0,2.0,5,2,3.0,2.0,3.0,1.0,6.0,4.0,1.0,2.0,11.0,12.0,0.0,0.0,0.0,1.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,23.0,10,1.0,11.0,7,4.983870967741935,5.5,3.696969696969697,3.629032258064516,5.241935483870968,1.2869012707722383,8,7,4.4,6.2,1,1,1.1963435151163642,1.6666661111112961,4.666666666666667,5.666666666666667,0.2666666666666666,-0.5333333333333332,1.0606058195592833,0.902206278868022,4.0,5.0,3.5,19.270033519553074,0.7096773048907573
2023-09-23,Estadio Banco del Pacífico George Capwell,Emelec,Mushuc Runa SC,3 - 1,3,2,1.0,1.0,0.5,0.5,1.0,0.0,3,5,5.0,5.0,7.0,5.0,13.0,13.0,4.0,2.0,12.0,19.0,0.0,0.0,1.0,4.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,31.0,5,2.0,7.0,8,6.345454545454546,4.5625,5.578125,3.418181818181818,5.453977272727273,0.7673295454545457,4,6,5.2,6.2,1,1,1.1963435151163642,0.599999880000024,6.0,6.0,0.7999999999999998,-0.20000000000000018,1.1538459319527052,1.1599795014017424,12.0,6.0,5.0,21.897765363128492,0.8387095421436223
2023-09-23,Estadio Olímpico Atahualpa,Universidad Catolica,Gualaceo SC,0 - 0,3,3,0.0,0.0,0.73,0.27,0.0,2.0,5,3,2.0,0.0,8.0,1.0,11.0,1.0,0.0,2.0,9.0,8.0,0.0,0.0,1.0,0.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,17.0,6,0.0,6.0,8,5.233333333333333,3.6153846153846154,6.230769230769231,3.783333333333333,4.424358974358975,-0.9974358974358974,13,18,5.0,4.2,1,1,1.1963435151163642,2.499998750000625,7.0,4.666666666666667,2.0,0.4666666666666668,1.399999720000056,1.3533094183020329,8.0,3.0,5.5,31.9707374301676,1.1904759070295459
2023-09-22,Estadio Rodrigo Paz Delgado,LDU de Quito,Orense SC,1 - 0,3,2,0.0,0.0,0.61,0.39,8.0,0.0,5,2,3.0,6.0,10.0,5.0,16.0,12.0,6.0,2.0,11.0,2.0,0.0,0.0,4.0,1.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,13.0,5,0.0,5.0,7,5.970149253731344,3.912280701754386,4.824561403508772,3.4328358208955225,4.941214977742865,1.1455878502225714,5,15,2.8,4.4,0,1,1.1963435151163642,1.6666661111112961,2.3333333333333335,3.3333333333333335,-0.46666666666666634,-1.0666666666666669,0.8333330357143921,0.451103139434011,2.0,4.0,4.5,26.71527374301676,0.6363634917355699
2023-09-18,Estadio Gerardo León Pozo,Gualaceo SC,Cumbayá,0 - 3,2,0,0.0,0.0,0.54,0.46,2.0,0.0,8,3,2.0,5.0,6.0,5.0,10.0,14.0,1.0,2.0,13.0,11.0,0.0,0.0,2.0,4.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,24.0,2,0.0,2.0,11,5.0,3.4516129032258065,6.451612903225806,4.785714285714286,4.225806451612903,-1.451612903225806,18,19,6.0,2.4,1,0,1.1963435151163642,3.999998000001,6.333333333333333,1.6666666666666667,0.33333333333333304,-0.7333333333333332,1.0555553796296588,1.2244228070351726,5.0,1.0,6.2,23.649586592178775,2.499998958333767
2023-09-17,Estadio Monumental Banco Pichincha,Barcelona SC,LDU de Quito,1 - 0,8,5,0.0,1.0,0.42,0.58,1.0,0.0,1,7,3.0,1.0,7.0,5.0,12.0,9.0,2.0,1.0,14.0,8.0,0.0,0.0,2.0,3.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,22.0,13,1.0,14.0,8,5.672727272727273,4.746031746031746,4.809523809523809,3.8181818181818183,5.209379509379509,0.8632034632034635,0,5,5.0,5.6,1,1,1.1963435151163642,0.33333322222225925,4.0,5.0,-1.0,-0.5999999999999996,0.799999840000032,0.7733196676011617,5.0,4.0,8.0,18.39412290502793,0.8928569834183958
2023-09-17,Estadio Banco Guayaquil,Independiente del Valle,Libertad,2 - 0,1,1,0.0,0.0,0.73,0.27,2.0,3.0,10,1,8.0,3.0,12.0,2.0,22.0,6.0,2.0,6.0,10.0,5.0,0.0,0.0,2.0,1.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,15.0,2,0.0,2.0,11,6.046875,3.71875,6.5,3.359375,4.8828125,-0.453125,7,20,6.4,1.25,1,0,1.1963435151163642,1.2499998437500197,7.666666666666667,1.3333333333333333,1.2666666666666666,0.08333333333333326,1.1979164794922168,1.4821960295688932,4.0,3.0,3.6666666666666665,31.9707374301676,5.119995904003277
2023-09-17,Estadio Gonzalo Pozo Ripalda,Aucas,CD Tecnico Universitario,2 - 4,6,4,0.0,0.0,0.65,0.35,2.0,2.0,6,3,5.0,9.0,7.0,8.0,15.0,21.0,5.0,3.0,10.0,17.0,0.0,0.0,3.0,4.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,27.0,10,0.0,10.0,9,5.383333333333334,4.120689655172414,4.568965517241379,4.666666666666667,4.752011494252874,0.8143678160919547,12,8,4.0,5.0,1,1,1.1963435151163642,1.199999760000048,4.666666666666667,5.0,0.666666666666667,0.0,1.166666375000073,0.902206278868022,5.0,7.0,5.333333333333333,28.46709497206704,0.799999840000032
2023-09-16,Estadio Olímpico Atahualpa,El Nacional,Emelec,1 - 1,5,3,0.0,1.0,0.45,0.55,4.0,3.0,3,1,3.0,1.0,8.0,4.0,13.0,7.0,1.0,2.0,20.0,8.0,0.0,0.0,2.0,2.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,28.0,8,1.0,9.0,4,5.318181818181818,3.912280701754386,5.2631578947368425,4.613636363636363,4.615231259968102,0.055023923444975864,2,4,7.4,3.4,2,0,1.1963435151163642,0.9999996666667778,7.0,4.0,-0.40000000000000036,0.6000000000000001,0.9459458181154299,1.3533094183020329,8.0,5.0,4.333333333333333,19.707988826815644,2.176469948097074
2023-09-16,Estadio Christian Benítez Betancourt,Guayaquil City,Deportivo Cuenca,0 - 0,1,2,0.0,0.0,0.62,0.38,0.0,3.0,7,1,3.0,1.0,5.0,2.0,8.0,4.0,1.0,3.0,11.0,11.0,0.0,0.0,0.0,1.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,22.0,3,0.0,3.0,8,3.257142857142857,3.542372881355932,5.338983050847458,4.9714285714285715,3.3997578692493944,-2.0818401937046005,11,10,4.6,2.2,1,0,1.1963435151163642,2.3333325555558146,4.333333333333333,2.3333333333333335,-0.2666666666666666,0.1333333333333333,0.942028780718381,0.8377629732345917,3.0,3.0,4.5,27.15322905027933,2.0909081404962993
2023-09-16,Estadio Cooperativa de Ahorro y Crédito Mushuc Runa,Mushuc Runa SC,Delfin,2 - 0,5,1,0.0,0.0,0.57,0.43,0.0,1.0,2,4,7.0,5.0,6.0,6.0,17.0,13.0,5.0,4.0,27.0,12.0,0.0,0.0,4.0,2.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,39.0,6,0.0,6.0,6,5.553571428571429,3.456140350877193,5.964912280701754,4.321428571428571,4.504855889724311,-0.41134085213032545,6,9,4.2,4.0,1,1,1.1963435151163642,0.285714244897965,3.6666666666666665,3.0,-0.5333333333333337,-1.0,0.8730156651550003,0.7088763619677315,6.0,5.0,7.0,24.96345251396648,1.0499997375000656
2023-09-15,Estadio 9 de Mayo,Orense SC,Universidad Catolica,1 - 2,3,3,0.0,1.0,0.53,0.47,2.0,1.0,7,4,8.0,4.0,3.0,3.0,13.0,9.0,2.0,7.0,14.0,13.0,0.0,0.0,2.0,2.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,27.0,6,1.0,7.0,11,5.6521739130434785,4.716666666666667,4.266666666666667,3.449275362318841,5.184420289855073,1.3855072463768119,15,13,5.6,3.6,1,1,1.1963435151163642,0.8749998906250137,7.0,3.0,1.4000000000000004,-0.6000000000000001,1.2499997767857542,1.3533094183020329,9.0,0.0,5.666666666666667,23.2116312849162,1.55555512345691
2023-09-04,Estadio Rodrigo Paz Delgado,LDU de Quito,Guayaquil City,2 - 0,2,3,0.0,0.0,0.5,0.5,2.0,0.0,3,2,14.0,3.0,9.0,7.0,26.0,11.0,3.0,11.0,15.0,6.0,0.0,0.0,3.0,1.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,21.0,5,0.0,5.0,5,5.970149253731344,2.358974358974359,6.051282051282051,3.4328358208955225,4.164561806352851,-0.08113279755070746,5,11,2.8,2.8,0,0,1.1963435151163642,0.21428569897959293,3.3333333333333335,3.0,0.5333333333333337,0.20000000000000018,1.1904757653062743,0.6444330563343014,5.0,5.0,4.5,21.897765363128492,0.9999996428572704
2023-09-03,Estadio Alejandro Serrano Aguilar Banco del Austro,Deportivo Cuenca,Orense SC,1 - 0,3,2,0.0,0.0,0.53,0.47,2.0,0.0,6,2,4.0,2.0,7.0,7.0,11.0,12.0,2.0,3.0,17.0,8.0,0.0,0.0,0.0,3.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,25.0,5,0.0,5.0,8,4.672727272727273,3.912280701754386,4.824561403508772,4.090909090909091,4.2925039872408295,-0.15183413078149943,10,15,5.4,3.6,1,1,1.1963435151163642,1.4999996250000938,4.666666666666667,2.6666666666666665,-0.7333333333333334,-0.9333333333333336,0.8641973708276474,0.902206278868022,5.0,2.0,6.0,23.2116312849162,1.4999995833334492
2023-09-02,Estadio Banco del Pacífico George Capwell,Emelec,Aucas,0 - 0,8,1,1.0,0.0,0.57,0.43,3.0,2.0,8,2,9.0,2.0,7.0,3.0,19.0,7.0,2.0,7.0,25.0,16.0,0.0,0.0,4.0,2.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,41.0,9,1.0,10.0,10,6.345454545454546,4.0344827586206895,5.4655172413793105,3.418181818181818,5.189968652037617,0.8799373040752352,4,12,6.4,3.0,1,0,1.1963435151163642,0.8888887901234679,7.666666666666667,3.3333333333333335,1.2666666666666666,0.3333333333333335,1.1979164794922168,1.4821960295688932,3.0,6.0,5.25,24.96345251396648,2.133332622222459
2023-09-02,Estadio Olímpico Atahualpa,Universidad Catolica,El Nacional,1 - 1,4,5,1.0,0.0,0.6,0.4,1.0,1.0,2,5,5.0,5.0,8.0,9.0,14.0,17.0,4.0,4.0,12.0,9.0,0.0,0.0,1.0,3.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,21.0,9,1.0,10.0,7,5.233333333333333,4.085106382978723,5.574468085106383,3.783333333333333,4.659219858156028,-0.3411347517730494,13,2,5.2,2.8,1,0,1.1963435151163642,0.399999920000016,5.0,2.0,-0.20000000000000018,-0.7999999999999998,0.9615382766272544,0.966649584501452,5.0,1.0,9.0,26.27731843575419,1.857142193877788
2023-09-02,Reina del Cisne,Libertad,Mushuc Runa SC,0 - 1,2,8,1.0,0.0,0.47,0.53,1.0,2.0,8,3,3.0,3.0,10.0,4.0,14.0,9.0,2.0,3.0,13.0,14.0,0.0,0.0,1.0,2.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,27.0,10,1.0,11.0,11,5.777777777777778,4.5625,5.578125,4.166666666666667,5.170138888888889,0.19965277777777768,20,6,7.2,5.2,2,1,1.1963435151163642,2.666665777778074,9.0,4.666666666666667,1.7999999999999998,-0.5333333333333332,1.249999826388913,1.7399692521026138,6.0,5.0,4.75,20.583899441340783,1.3846151183432465
2023-09-01,Estadio Jocay,Delfin,Independiente del Valle,1 - 0,4,6,2.0,0.0,0.32,0.68,4.0,1.0,2,7,2.0,4.0,1.0,8.0,3.0,15.0,4.0,1.0,14.0,16.0,0.0,0.0,0.0,3.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,30.0,10,2.0,12.0,9,4.75,5.5,3.696969696969697,4.232142857142857,5.125,1.0530303030303032,9,7,5.2,6.4,1,1,1.1963435151163642,0.99999950000025,5.333333333333333,4.666666666666667,0.13333333333333286,-1.7333333333333334,1.0256408284024048,1.0310928901348821,8.0,2.0,5.333333333333333,14.014569832402236,0.8124998730468947
2023-08-28,Estadio Alejandro Serrano Aguilar Banco del Austro,Deportivo Cuenca,CD Tecnico Universitario,1 - 1,2,1,0.0,0.0,0.58,0.42,1.0,2.0,5,4,5.0,6.0,8.0,5.0,17.0,16.0,4.0,4.0,13.0,15.0,0.0,0.0,4.0,5.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,28.0,3,0.0,3.0,9,4.672727272727273,4.120689655172414,4.568965517241379,4.090909090909091,4.396708463949843,0.10376175548589384,10,8,5.4,4.8,1,1,1.1963435151163642,0.99999980000004,5.333333333333333,4.666666666666667,-0.06666666666666732,-0.13333333333333286,0.9876541380887397,1.0310928901348821,6.0,3.0,3.0,25.40140782122905,1.124999765625049
2023-08-27,Estadio Banco del Pacífico George Capwell,Emelec,Delfin,0 - 1,3,4,0.0,0.0,0.69,0.31,0.0,1.0,2,6,2.0,1.0,6.0,6.0,15.0,9.0,0.0,2.0,12.0,13.0,0.0,0.0,7.0,2.0,43.795530726256985,36.60782122905028,85.09497206703911,77.72067039106145,25.0,7,0.0,7.0,8,6.345454545454546,3.456140350877193,5.964912280701754,3.418181818181818,4.90079744816587,0.3805422647527914,4,9,5.6,4.4,1,1,1.1963435151163642,0.99999950000025,4.333333333333333,5.0,-1.2666666666666666,0.5999999999999996,0.7738093856292764,0.8377629732345917,8.0,4.0,4.4,30.218916201117317,1.2727269834711399
