fecha,estadio,local,visitante,score,tarjetas_amarillas_local,tarjetas_amarillas_visitante,tarjetas_rojas_local,tarjetas_rojas_visitante,posesion_local,posesion_visitante,fuera_de_juego_local,fuera_de_juego_visitante,corners_local,corners_visitante,tiros_a_puerta_local,tiros_a_puerta_visitante,tiros_fuera_local,tiros_fuera_visitante,intentos_a_porteria_local,intentos_a_porteria_visitante,atajadas_local,atajadas_visitante,faltas_local,faltas_visitante,penales_local,penales_visitante,tiros_bloqueados_local,tiros_bloqueados_visitante,ataques_peligrosos_local,ataques_peligrosos_visitante,ataques_local,ataques_visitante,faltas_totales,tarjetas_amarillas_totales,tarjetas_rojas_totales,tarjetas_totales,tiros_esquina_totales,avg_local_corners_local,avg_visitante_corners_visitante,avg_visitante_corners_conceded,avg_local_corners_conceded,expected_corners,diff_corners_strength,equipo_local_id,equipo_visitante_id,local_avg_last5,visitante_avg_last5,local_corner_category,visitante_corner_category,ratio_ataques_peligrosos,eficiencia_corner_local,local_avg_last3,visitante_avg_last3,diff_last3_vs_last5_local,diff_last3_vs_last5_visitante,consistencia_corners_local,last3_vs_media_liga,local_last1,visitante_last1,corners_vs_rival,posesion_x_ataques_peligrosos,ratio_corners_last5
2021-08-01,Estadio Banco del Pacífico George Capwell,Emelec,Aucas,2 - 2,4,2,0.0,0.0,0.52,0.48,3.0,3.0,7,4,6.0,5.0,2.0,3.0,8.0,8.0,3.0,4.0,20.0,22.0,0.0,0.0,3.0,2.0,56.0,42.0,99.0,88.0,42.0,6,0.0,6.0,11,6.345454545454546,4.0344827586206895,5.4655172413793105,3.418181818181818,5.189968652037617,0.8799373040752352,4,12,5.4,4.4,1,1,1.3333333015873023,1.1666664722222546,7.666666666666667,4.666666666666667,2.2666666666666666,0.2666666666666666,1.4197528235025634,1.4821960295688932,10.0,4.0,5.0,29.12,1.2272724483471709
2021-08-01,Estadio Banco Guayaquil,Independiente del Valle,CSD Macara,4 - 0,5,3,0.0,1.0,0.58,0.42,3.0,3.0,3,6,8.0,5.0,1.0,4.0,9.0,9.0,5.0,4.0,16.0,12.0,1.0,0.0,0.0,1.0,75.0,68.0,100.0,81.0,28.0,8,1.0,9.0,9,6.046875,4.6923076923076925,4.230769230769231,3.359375,5.369591346153847,1.8161057692307692,7,14,6.6,4.4,1,1,1.1029411602508654,0.3749999531250059,7.0,5.0,0.40000000000000036,0.5999999999999996,1.060605899908197,1.3533094183020329,13.0,7.0,9.0,43.5,1.4999996590909863
2021-08-01,Estadio 9 de Mayo,Orense SC,Delfin,2 - 2,2,3,0.0,1.0,0.7,0.3,2.0,4.0,10,1,6.0,5.0,4.0,1.0,10.0,6.0,3.0,4.0,13.0,20.0,0.0,0.0,1.0,0.0,63.0,28.0,113.0,77.0,33.0,5,1.0,6.0,11,5.6521739130434785,3.456140350877193,5.964912280701754,3.449275362318841,4.554157131960336,-0.3127383676582758,15,9,5.2,3.8,1,1,2.24999991964286,1.666666388888935,5.666666666666667,5.0,0.4666666666666668,1.2000000000000002,1.0897433801775551,1.0955361957683123,5.0,8.0,4.0,44.099999999999994,1.3684206925208704
2021-07-31,Estadio Bellavista de Ambato,CD Tecnico Universitario,Barcelona SC,1 - 2,1,1,0.0,0.0,0.37,0.63,3.0,0.0,1,2,2.0,3.0,5.0,6.0,7.0,9.0,1.0,1.0,18.0,14.0,0.0,1.0,0.0,3.0,32.0,44.0,71.0,101.0,32.0,2,0.0,2.0,3,4.983870967741935,4.320754716981132,4.60377358490566,3.629032258064516,4.652312842361534,0.3800973828362748,8,0,3.4,3.2,0,0,0.7272727107438021,0.499999750000125,3.6666666666666665,2.6666666666666665,0.2666666666666666,-0.5333333333333337,1.078431055363415,0.7088763619677315,1.0,4.0,7.75,11.84,1.0624996679688536
2021-07-31,Estadio Cooperativa de Ahorro y Crédito Mushuc Runa,Mushuc Runa SC,9 De Octubre,1 - 2,0,3,0.0,0.0,0.62,0.38,6.0,2.0,7,4,3.0,4.0,5.0,2.0,8.0,6.0,2.0,2.0,8.0,13.0,0.0,0.0,4.0,2.0,57.0,36.0,100.0,75.0,21.0,3,0.0,3.0,11,5.553571428571429,4.176470588235294,5.823529411764706,4.321428571428571,4.865021008403362,-0.2699579831932768,6,16,6.8,6.6,1,1,1.5833332893518532,2.3333325555558146,6.0,6.333333333333333,-0.7999999999999998,-0.2666666666666666,0.8823528114187043,1.1599795014017424,7.0,5.0,7.0,35.339999999999996,1.0303028741965343
2021-07-30,Estadio Jocay,Manta FC,Universidad Catolica,0 - 1,4,5,0.0,0.0,0.56,0.44,1.0,1.0,2,8,3.0,2.0,2.0,3.0,5.0,5.0,1.0,3.0,17.0,26.0,0.0,0.0,2.0,4.0,43.0,44.0,105.0,109.0,43.0,9,0.0,9.0,10,4.25,4.716666666666667,4.266666666666667,5.7,4.483333333333333,-0.016666666666666607,17,13,6.0,4.4,1,1,0.977272705061984,0.6666664444445185,6.333333333333333,4.666666666666667,0.33333333333333304,0.2666666666666666,1.0555553796296588,1.2244228070351726,8.0,3.0,7.0,24.080000000000002,1.3636360537190786
2021-07-26,Estadio Jocay,Delfin,CD Tecnico Universitario,1 - 1,1,0,0.0,0.0,0.59,0.41,4.0,1.0,7,2,7.0,4.0,5.0,4.0,12.0,8.0,3.0,6.0,11.0,16.0,1.0,1.0,1.0,1.0,54.0,35.0,100.0,102.0,27.0,1,0.0,1.0,9,4.75,4.120689655172414,4.568965517241379,4.232142857142857,4.435344827586206,0.181034482758621,9,8,3.8,3.8,1,1,1.5428570987755115,0.9999998571428775,4.0,3.3333333333333335,0.20000000000000018,-0.46666666666666634,1.0526313019391311,0.7733196676011617,4.0,3.0,2.0,31.86,0.9999997368421745
2021-07-25,Estadio Monumental Banco Pichincha,Barcelona SC,Manta FC,2 - 0,4,0,1.0,2.0,0.73,0.27,2.0,3.0,9,1,7.0,2.0,12.0,1.0,19.0,3.0,2.0,5.0,18.0,16.0,0.0,0.0,4.0,1.0,82.0,14.0,113.0,64.0,34.0,4,3.0,7.0,10,5.672727272727273,3.0384615384615383,6.384615384615385,3.8181818181818183,4.355594405594406,-0.7118881118881122,0,17,7.0,3.2,2,0,5.85714243877554,1.2857141020408425,6.666666666666667,2.0,-0.33333333333333304,-1.2000000000000002,0.95238081632655,1.2888661126686027,3.0,1.0,4.0,59.86,2.1874993164064636
2021-07-25,Estadio Christian Benítez Betancourt,9 De Octubre,LDU de Quito,4 - 1,1,1,0.0,0.0,0.55,0.45,2.0,3.0,0,1,5.0,2.0,0.0,4.0,5.0,6.0,0.0,1.0,15.0,14.0,0.0,0.0,0.0,1.0,58.0,62.0,92.0,89.0,29.0,2,0.0,2.0,1,4.0,4.746031746031746,4.809523809523809,4.105263157894737,4.3730158730158735,-0.8095238095238093,16,5,1.8,4.8,0,1,0.9354838558792927,0.0,2.3333333333333335,3.0,0.5333333333333334,-1.7999999999999998,1.2962955761320873,0.451103139434011,6.0,4.0,8.0,31.900000000000002,0.3749999218750163
2021-07-25,Estadio Banco Guayaquil,Independiente del Valle,Orense SC,3 - 2,2,4,0.0,0.0,0.57,0.43,0.0,3.0,11,4,7.0,3.0,1.0,1.0,8.0,4.0,1.0,4.0,8.0,17.0,0.0,0.0,1.0,1.0,64.0,46.0,84.0,56.0,25.0,6,0.0,6.0,15,6.046875,3.912280701754386,4.824561403508772,3.359375,4.9795778508771935,1.2223135964912277,7,15,7.0,4.8,2,1,1.391304317580341,1.5714283469388075,9.0,4.666666666666667,2.0,-0.13333333333333286,1.2857141020408425,1.7399692521026138,3.0,3.0,0.0,36.48,1.4583330295139523
2021-07-25,Estadio Alejandro Serrano Aguilar Banco del Austro,Deportivo Cuenca,Emelec,0 - 1,1,4,0.0,0.0,0.57,0.43,0.0,3.0,10,2,5.0,2.0,7.0,4.0,12.0,6.0,1.0,5.0,16.0,16.0,0.0,0.0,3.0,2.0,41.0,33.0,96.0,89.0,32.0,5,0.0,5.0,12,4.672727272727273,3.912280701754386,5.2631578947368425,4.090909090909091,4.2925039872408295,-0.5904306220095696,10,4,6.8,5.2,1,1,1.2424242047750242,1.99999960000008,7.666666666666667,4.0,0.8666666666666671,-1.2000000000000002,1.1274508145905666,1.4821960295688932,9.0,5.0,10.25,23.369999999999997,1.307692056213066
2021-07-24,Estadio Bellavista de Ambato,CSD Macara,Guayaquil City,0 - 2,4,5,0.0,0.0,0.47,0.53,1.0,0.0,9,0,6.0,3.0,5.0,1.0,11.0,4.0,1.0,3.0,14.0,14.0,1.0,0.0,1.0,0.0,83.0,30.0,91.0,50.0,28.0,9,0.0,9.0,9,4.4363636363636365,2.358974358974359,6.051282051282051,4.345454545454546,3.3976689976689975,-1.6149184149184146,14,11,5.6,0.4,1,0,2.7666665744444474,1.4999997500000417,7.666666666666667,0.0,2.0666666666666673,-0.4,1.3690473745748737,1.4821960295688932,12.0,0.0,5.8,39.01,13.9999650000875
2021-07-24,Estadio Olímpico de Riobamba,CD Olmedo,Universidad Catolica,0 - 3,0,2,0.0,0.0,0.42,0.58,3.0,0.0,4,4,0.0,5.0,2.0,8.0,2.0,13.0,2.0,0.0,12.0,22.0,0.0,0.0,2.0,2.0,27.0,51.0,90.0,97.0,34.0,2,0.0,2.0,8,4.15,4.716666666666667,4.266666666666667,4.65,4.433333333333334,-0.11666666666666625,1,13,3.2,4.4,0,1,0.5294117543252598,4000000.0,1.6666666666666667,5.0,-1.5333333333333334,0.5999999999999996,0.5208331705729675,0.3222165281671507,1.0,8.0,7.0,11.34,0.7272725619835086
2021-07-23,Estadio Gonzalo Pozo Ripalda,Aucas,Mushuc Runa SC,1 - 1,2,4,0.0,0.0,0.6,0.4,1.0,2.0,5,2,2.0,2.0,2.0,3.0,4.0,5.0,1.0,1.0,15.0,13.0,0.0,0.0,2.0,0.0,78.0,51.0,101.0,82.0,28.0,6,0.0,6.0,7,5.383333333333334,4.5625,5.578125,4.666666666666667,4.972916666666666,-0.19479166666666625,12,6,6.2,4.2,1,1,1.529411734717417,2.499998750000625,6.0,4.333333333333333,-0.20000000000000018,0.13333333333333286,0.9677417793964871,1.1599795014017424,7.0,3.0,3.0,46.8,1.476190124716637
2021-07-19,Estadio Christian Benítez Betancourt,9 De Octubre,Universidad Catolica,1 - 0,3,2,0.0,0.0,0.59,0.41,1.0,6.0,6,4,3.0,1.0,5.0,1.0,8.0,2.0,1.0,2.0,23.0,12.0,0.0,0.0,1.0,2.0,35.0,28.0,88.0,77.0,35.0,5,0.0,5.0,10,4.0,4.716666666666667,4.266666666666667,4.105263157894737,4.358333333333333,-0.2666666666666666,16,13,2.6,4.4,0,1,1.2499999553571444,1.9999993333335555,4.0,5.333333333333333,1.4,0.9333333333333327,1.5384609467457895,0.7733196676011617,0.0,4.0,6.25,20.65,0.5909089566116007
2021-07-18,Estadio Jocay,Manta FC,Emelec,0 - 4,1,2,0.0,0.0,0.45,0.55,0.0,2.0,5,6,3.0,6.0,2.0,3.0,5.0,9.0,2.0,3.0,16.0,22.0,0.0,0.0,0.0,2.0,55.0,63.0,68.0,68.0,38.0,3,0.0,3.0,11,4.25,3.912280701754386,5.2631578947368425,5.7,4.0811403508771935,-1.0131578947368425,17,4,5.8,5.0,1,1,0.8730158591584785,1.6666661111112961,5.0,4.333333333333333,-0.7999999999999998,-0.666666666666667,0.8620688168846867,0.966649584501452,2.0,2.0,4.5,24.75,1.1599997680000462
2021-07-18,Estadio Monumental Banco Pichincha,Barcelona SC,CSD Macara,3 - 0,1,2,0.0,0.0,0.75,0.25,1.0,1.0,11,5,8.0,1.0,8.0,4.0,16.0,5.0,1.0,5.0,12.0,22.0,0.0,0.0,2.0,4.0,60.0,47.0,104.0,80.0,34.0,3,0.0,3.0,16,5.672727272727273,4.6923076923076925,4.230769230769231,3.8181818181818183,5.182517482517483,1.441958041958042,0,14,7.8,4.6,2,1,1.2765957175192402,1.3749998281250215,7.666666666666667,6.0,-0.13333333333333286,1.4000000000000004,0.9829058568924115,1.4821960295688932,9.0,6.0,4.0,45.0,1.6956518052930858
2021-07-18,Estadio Banco Guayaquil,Independiente del Valle,Deportivo Cuenca,0 - 0,1,3,0.0,0.0,0.69,0.31,1.0,3.0,4,4,3.0,4.0,7.0,3.0,10.0,7.0,4.0,3.0,17.0,16.0,0.0,0.0,2.0,0.0,41.0,31.0,92.0,71.0,33.0,4,0.0,4.0,8,6.046875,3.542372881355932,5.338983050847458,3.359375,4.794623940677966,0.7078919491525424,7,10,7.2,4.4,2,1,1.3225806024973998,1.333332888889037,6.0,4.333333333333333,-1.2000000000000002,-0.06666666666666732,0.8333332175926086,1.1599795014017424,11.0,5.0,6.333333333333333,28.29,1.6363632644628943
2021-07-17,Estadio Gonzalo Pozo Ripalda,Aucas,Guayaquil City,3 - 0,2,3,0.0,0.0,0.58,0.42,0.0,1.0,7,0,6.0,0.0,5.0,5.0,11.0,5.0,0.0,2.0,13.0,15.0,0.0,0.0,1.0,0.0,85.0,46.0,106.0,68.0,28.0,5,0.0,5.0,7,5.383333333333334,2.358974358974359,6.051282051282051,4.666666666666667,3.871153846153846,-0.6679487179487174,12,11,6.4,0.2,1,0,1.8478260467863903,1.1666664722222546,6.333333333333333,0.0,-0.06666666666666732,-0.2,0.9895831787109616,1.2244228070351726,5.0,0.0,4.666666666666667,49.3,31.999840000799995
2021-07-17,Estadio 9 de Mayo,Orense SC,CD Olmedo,0 - 0,3,3,0.0,0.0,0.69,0.31,1.0,0.0,4,2,4.0,2.0,4.0,3.0,8.0,5.0,2.0,4.0,26.0,22.0,0.0,0.0,2.0,2.0,43.0,20.0,99.0,80.0,48.0,6,0.0,6.0,6,5.6521739130434785,2.789473684210526,5.684210526315789,3.449275362318841,4.220823798627002,-0.03203661327231089,15,1,5.4,2.0,1,0,2.1499998925000052,0.9999997500000625,6.333333333333333,2.0,0.9333333333333327,0.0,1.1728392889803785,1.2244228070351726,10.0,2.0,4.333333333333333,29.669999999999998,2.699998650000675
2021-07-10,Estadio Monumental Banco Pichincha,Barcelona SC,Emelec,1 - 1,3,3,0.0,0.0,0.6,0.4,0.0,1.0,5,3,6.0,2.0,7.0,0.0,13.0,2.0,1.0,5.0,17.0,21.0,0.0,1.0,1.0,3.0,47.0,22.0,101.0,72.0,38.0,6,0.0,6.0,8,5.672727272727273,3.912280701754386,5.2631578947368425,3.8181818181818183,4.7925039872408295,0.40956937799043036,0,4,7.2,4.2,2,1,2.1363635392562026,0.8333331944444675,8.333333333333334,3.6666666666666665,1.1333333333333337,-0.5333333333333337,1.157407246656401,1.6110826408357535,11.0,6.0,4.0,28.2,1.714285306122546
2021-05-30,Estadio Olímpico Atahualpa,Universidad Catolica,Barcelona SC,2 - 0,2,1,0.0,0.0,0.47,0.53,0.0,3.0,2,4,5.0,4.0,6.0,8.0,11.0,12.0,4.0,3.0,14.0,10.0,0.0,0.0,1.0,3.0,35.0,53.0,86.0,104.0,24.0,3,0.0,3.0,6,5.233333333333333,4.320754716981132,4.60377358490566,3.783333333333333,4.777044025157233,0.6295597484276731,13,0,4.6,2.8,1,0,0.6603773460306162,0.399999920000016,4.333333333333333,3.3333333333333335,-0.2666666666666666,0.5333333333333337,0.942028780718381,0.8377629732345917,2.0,2.0,6.75,16.45,1.6428565561226585
2021-05-30,Estadio Banco del Pacífico George Capwell,Emelec,Independiente del Valle,0 - 0,2,2,1.0,0.0,0.51,0.49,4.0,3.0,8,2,3.0,5.0,0.0,2.0,3.0,7.0,3.0,3.0,13.0,16.0,0.0,0.0,0.0,1.0,48.0,65.0,64.0,85.0,29.0,4,1.0,5.0,10,6.345454545454546,5.5,3.696969696969697,3.418181818181818,5.922727272727273,2.648484848484849,4,7,6.6,5.6,1,1,0.7384615271005919,2.666665777778074,8.333333333333334,5.0,1.7333333333333343,-0.5999999999999996,1.2626260713192823,1.6110826408357535,7.0,5.0,3.25,24.48,1.1785712181122825
2021-05-30,Estadio Rodrigo Paz Delgado,LDU de Quito,Orense SC,2 - 1,2,2,0.0,0.0,0.69,0.31,0.0,1.0,8,2,9.0,2.0,9.0,3.0,18.0,5.0,1.0,7.0,12.0,13.0,0.0,0.0,1.0,0.0,63.0,27.0,116.0,73.0,25.0,4,0.0,4.0,10,5.970149253731344,3.912280701754386,4.824561403508772,3.4328358208955225,4.941214977742865,1.1455878502225714,5,15,5.8,3.8,1,1,2.3333332469135835,0.8888887901234679,6.0,3.0,0.20000000000000018,-0.7999999999999998,1.0344825802616242,1.1599795014017424,5.0,4.0,6.0,43.47,1.52631538781174
2021-05-30,Estadio Bellavista de Ambato,CSD Macara,Aucas,1 - 0,3,2,0.0,1.0,0.41,0.59,3.0,2.0,1,6,4.0,5.0,5.0,6.0,9.0,11.0,5.0,3.0,17.0,20.0,0.0,0.0,0.0,2.0,38.0,46.0,90.0,91.0,37.0,5,1.0,6.0,7,4.4363636363636365,4.0344827586206895,5.4655172413793105,4.345454545454546,4.235423197492163,-1.029153605015674,14,12,5.0,5.0,1,1,0.8260869385633275,0.24999993750001562,7.333333333333333,4.666666666666667,2.333333333333333,-0.33333333333333304,1.466666373333392,1.417752723935463,9.0,4.0,6.2,15.579999999999998,0.99999980000004
2021-05-29,Estadio Alejandro Serrano Aguilar Banco del Austro,Deportivo Cuenca,CD Tecnico Universitario,1 - 0,4,4,0.0,0.0,0.4,0.6,2.0,0.0,2,3,1.0,3.0,4.0,5.0,5.0,8.0,3.0,0.0,26.0,18.0,0.0,0.0,0.0,5.0,30.0,38.0,96.0,98.0,44.0,8,0.0,8.0,5,4.672727272727273,4.120689655172414,4.568965517241379,4.090909090909091,4.396708463949843,0.10376175548589384,10,8,6.2,3.2,1,0,0.7894736634349037,1.9999980000020001,7.0,2.6666666666666665,0.7999999999999998,-0.5333333333333337,1.1290320759625683,1.3533094183020329,10.0,2.0,5.333333333333333,12.0,1.9374993945314392
2021-05-29,Estadio Christian Benítez Betancourt,Guayaquil City,Mushuc Runa SC,0 - 0,1,0,0.0,0.0,0.6,0.4,4.0,1.0,5,5,2.0,1.0,3.0,4.0,5.0,5.0,1.0,2.0,15.0,13.0,0.0,0.0,1.0,0.0,60.0,71.0,88.0,82.0,28.0,1,0.0,1.0,10,3.257142857142857,4.5625,5.578125,4.9714285714285715,3.9098214285714286,-2.320982142857143,11,6,3.2,4.4,0,1,0.8450704106328112,2.499998750000625,3.3333333333333335,3.3333333333333335,0.1333333333333333,-1.0666666666666669,1.041666341145935,0.6444330563343014,4.0,2.0,4.4,36.0,0.7272725619835086
2021-05-29,Estadio Jocay,Delfin,9 De Octubre,2 - 2,1,2,0.0,0.0,0.47,0.53,3.0,5.0,2,9,3.0,7.0,1.0,2.0,4.0,9.0,4.0,1.0,12.0,10.0,0.0,1.0,0.0,1.0,58.0,76.0,74.0,100.0,22.0,3,0.0,3.0,11,4.75,4.176470588235294,5.823529411764706,4.232142857142857,4.463235294117647,-1.0735294117647056,9,16,3.2,7.0,0,2,0.763157884695291,0.6666664444445185,4.333333333333333,6.0,1.1333333333333329,-1.0,1.3541662434897153,0.8377629732345917,7.0,4.0,2.5,27.259999999999998,0.45714279183674406
2021-05-28,Estadio Olímpico de Riobamba,CD Olmedo,Manta FC,1 - 1,2,4,0.0,0.0,0.52,0.48,0.0,2.0,6,3,3.0,4.0,2.0,3.0,5.0,7.0,3.0,2.0,14.0,17.0,0.0,0.0,0.0,1.0,70.0,66.0,95.0,85.0,31.0,6,0.0,6.0,9,4.15,3.0384615384615383,6.384615384615385,4.65,3.5942307692307693,-2.2346153846153847,1,17,3.2,2.6,0,0,1.0606060445362722,1.9999993333335555,3.6666666666666665,1.6666666666666667,0.46666666666666634,-0.9333333333333333,1.1458329752605283,0.7088763619677315,4.0,1.0,2.0,36.4,1.2307687573966317
2021-05-24,Estadio Bellavista de Ambato,CSD Macara,CD Tecnico Universitario,1 - 1,2,2,0.0,0.0,0.52,0.48,1.0,5.0,3,3,4.0,3.0,4.0,4.0,8.0,7.0,2.0,3.0,28.0,19.0,0.0,0.0,2.0,0.0,44.0,43.0,94.0,96.0,47.0,4,0.0,4.0,6,4.4363636363636365,4.120689655172414,4.568965517241379,4.345454545454546,4.278526645768025,-0.1326018808777425,14,8,5.4,3.2,1,0,1.0232557901568422,0.7499998125000469,4.333333333333333,2.6666666666666665,-1.0666666666666673,-0.5333333333333337,0.802468987197101,0.8377629732345917,1.0,3.0,6.0,22.880000000000003,1.6874994726564148
2021-05-23,Estadio Monumental Banco Pichincha,Barcelona SC,CD Olmedo,4 - 0,4,3,0.0,0.0,0.63,0.37,2.0,1.0,8,4,6.0,5.0,8.0,5.0,14.0,10.0,5.0,2.0,24.0,17.0,0.0,0.0,3.0,3.0,48.0,30.0,101.0,78.0,41.0,7,0.0,7.0,12,5.672727272727273,2.789473684210526,5.684210526315789,3.8181818181818183,4.2311004784689,-0.01148325358851654,0,1,7.2,2.2,2,0,1.5999999466666683,1.3333331111111482,8.0,2.6666666666666665,0.7999999999999998,0.46666666666666634,1.111110956790145,1.5466393352023233,5.0,2.0,3.0,30.240000000000002,3.2727257851246425
2021-05-23,Estadio Jocay,Delfin,LDU de Quito,1 - 1,1,1,0.0,0.0,0.31,0.69,2.0,2.0,3,7,7.0,3.0,4.0,3.0,11.0,6.0,2.0,6.0,12.0,14.0,0.0,1.0,0.0,1.0,38.0,53.0,66.0,99.0,26.0,2,0.0,2.0,10,4.75,4.746031746031746,4.809523809523809,4.232142857142857,4.7480158730158735,-0.05952380952380931,9,5,3.4,5.2,0,1,0.7169811185475261,0.4285713673469475,4.0,4.0,0.6000000000000001,-1.2000000000000002,1.1764702422146347,0.7733196676011617,2.0,1.0,6.5,11.78,0.653846028106533
2021-05-23,Estadio Gonzalo Pozo Ripalda,Aucas,Deportivo Cuenca,2 - 0,3,3,0.0,0.0,0.51,0.49,0.0,3.0,3,6,6.0,4.0,7.0,9.0,13.0,13.0,4.0,4.0,18.0,14.0,0.0,1.0,2.0,3.0,41.0,54.0,76.0,88.0,32.0,6,0.0,6.0,9,5.383333333333334,3.542372881355932,5.338983050847458,4.666666666666667,4.462853107344633,0.044350282485876136,12,10,5.6,4.8,1,1,0.7592592451989029,0.49999991666668053,5.0,5.0,-0.5999999999999996,0.20000000000000018,0.8928569834183958,0.966649584501452,7.0,4.0,4.6,20.91,1.1666664236111617
2021-05-22,Estadio Cooperativa de Ahorro y Crédito Mushuc Runa,Mushuc Runa SC,Emelec,1 - 2,2,2,0.0,0.0,0.53,0.47,1.0,1.0,2,6,2.0,5.0,4.0,1.0,6.0,6.0,2.0,1.0,10.0,17.0,0.0,1.0,0.0,1.0,54.0,70.0,61.0,66.0,27.0,4,0.0,4.0,8,5.553571428571429,3.912280701754386,5.2631578947368425,4.321428571428571,4.732926065162907,0.29041353383458635,6,4,6.0,4.4,1,1,0.7714285604081634,0.99999950000025,5.333333333333333,5.0,-0.666666666666667,0.5999999999999996,0.8888887407407654,1.0310928901348821,7.0,3.0,6.166666666666667,28.62,1.3636360537190786
2021-05-22,Estadio Banco Guayaquil,Independiente del Valle,Guayaquil City,3 - 0,2,1,0.0,0.0,0.48,0.52,0.0,1.0,3,0,9.0,0.0,8.0,3.0,17.0,3.0,0.0,6.0,23.0,13.0,1.0,0.0,5.0,0.0,53.0,16.0,93.0,68.0,36.0,3,0.0,3.0,3,6.046875,2.358974358974359,6.051282051282051,3.359375,4.20292467948718,-0.0044070512820511,7,11,6.8,0.0,1,0,3.3124997929687625,0.33333329629630043,6.0,0.0,-0.7999999999999998,0.0,0.8823528114187043,1.1599795014017424,4.0,0.0,5.75,25.439999999999998,6800000.0
2021-05-22,Estadio 9 de Mayo,Orense SC,Universidad Catolica,0 - 3,4,5,0.0,0.0,0.52,0.48,2.0,1.0,4,3,3.0,10.0,7.0,3.0,10.0,13.0,7.0,3.0,17.0,21.0,0.0,0.0,3.0,2.0,45.0,34.0,75.0,79.0,38.0,9,0.0,9.0,7,5.6521739130434785,4.716666666666667,4.266666666666667,3.449275362318841,5.184420289855073,1.3855072463768119,15,13,5.0,4.4,1,1,1.3235293728373714,1.333332888889037,6.0,3.6666666666666665,1.0,-0.7333333333333338,1.199999760000048,1.1599795014017424,4.0,4.0,6.0,23.400000000000002,1.1363633780992322
2021-05-21,Estadio Christian Benítez Betancourt,9 De Octubre,Manta FC,2 - 0,4,3,0.0,0.0,0.56,0.44,4.0,0.0,10,4,5.0,1.0,6.0,6.0,11.0,7.0,1.0,4.0,17.0,20.0,0.0,0.0,4.0,1.0,42.0,29.0,83.0,67.0,37.0,7,0.0,7.0,14,4.0,3.0384615384615383,6.384615384615385,4.105263157894737,3.519230769230769,-2.384615384615385,16,17,4.6,2.6,1,0,1.4482758121284203,1.99999960000008,5.333333333333333,2.6666666666666665,0.7333333333333334,0.06666666666666643,1.1594200378072381,1.0310928901348821,6.0,3.0,4.5,23.520000000000003,1.769230088757658
2021-05-17,Estadio Bellavista de Ambato,CD Tecnico Universitario,Orense SC,1 - 2,1,1,0.0,0.0,0.58,0.42,1.0,3.0,4,3,8.0,2.0,8.0,4.0,16.0,6.0,0.0,7.0,13.0,14.0,0.0,0.0,0.0,1.0,51.0,31.0,97.0,77.0,27.0,2,0.0,2.0,7,4.983870967741935,3.912280701754386,4.824561403508772,3.629032258064516,4.448075834748161,0.15930956423316278,8,15,3.2,3.8,0,1,1.6451612372528632,0.4999999375000079,2.0,3.0,-1.2000000000000002,-0.7999999999999998,0.624999804687561,0.38665983380058083,1.0,2.0,10.0,29.58,0.842105041551305
2021-05-16,Estadio Rodrigo Paz Delgado,LDU de Quito,Aucas,1 - 3,6,3,0.0,0.0,0.67,0.33,5.0,2.0,4,4,4.0,7.0,3.0,3.0,7.0,10.0,4.0,4.0,11.0,20.0,0.0,0.0,5.0,1.0,64.0,35.0,127.0,73.0,31.0,9,0.0,9.0,8,5.970149253731344,4.0344827586206895,5.4655172413793105,3.4328358208955225,5.002316006176017,0.5046320123520331,5,12,5.8,4.8,1,1,1.8285713763265323,0.9999997500000625,5.666666666666667,4.666666666666667,-0.13333333333333286,-0.13333333333333286,0.977011325802645,1.0955361957683123,8.0,6.0,3.4,42.88,1.2083330815972746
2021-05-15,Estadio Olímpico Atahualpa,Universidad Catolica,Delfin,0 - 1,0,1,0.0,0.0,0.62,0.38,7.0,1.0,11,2,3.0,4.0,11.0,4.0,14.0,8.0,3.0,3.0,7.0,8.0,0.0,0.0,2.0,0.0,68.0,25.0,121.0,80.0,15.0,1,0.0,1.0,13,5.233333333333333,3.456140350877193,5.964912280701754,3.783333333333333,4.344736842105263,-0.7315789473684209,13,9,5.6,3.6,1,1,2.719999891200004,3.6666654444448517,5.0,3.6666666666666665,-0.5999999999999996,0.06666666666666643,0.8928569834183958,0.966649584501452,2.0,1.0,7.25,42.16,1.55555512345691
2021-05-15,Estadio Olímpico de Riobamba,CD Olmedo,Independiente del Valle,1 - 3,1,4,0.0,0.0,0.36,0.64,7.0,4.0,1,1,4.0,6.0,4.0,4.0,8.0,10.0,3.0,3.0,9.0,12.0,0.0,1.0,2.0,4.0,46.0,34.0,94.0,110.0,21.0,5,0.0,5.0,2,4.15,5.5,3.696969696969697,4.65,4.825,0.45303030303030356,1,7,2.4,4.6,0,1,1.352941136678202,0.24999993750001562,3.6666666666666665,2.6666666666666665,1.2666666666666666,-1.9333333333333331,1.527777141203969,0.7088763619677315,6.0,2.0,6.25,16.56,0.5217390170132572
